Pos,ID,Name,BV,SV,Team,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,Elite%
F,424,Awoniyi,5.9,5.9,Nott'm Forest,12,0.81,14,0.69,15,0.86,16,1.04,16,0.88,15,0.94,17,1.05,17,1.18,0.00
D,425,Boly,4.5,4.5,Nott'm Forest,34,1.38,32,0.66,34,0.91,36,1.42,35,0.76,37,1.34,37,1.33,39,1.40,0.00
M,426,Bowler,4.5,4.5,Nott'm Forest,1,0.13,3,0.19,4,0.25,4,0.28,5,0.34,6,0.39,6,0.40,7,0.49,0.00
G,427,C.Miguel,4.4,4.4,Nott'm Forest,0,0.00,1,0.05,1,0.05,2,0.07,3,0.09,2,0.09,2,0.09,2,0.08,0.00
M,428,Da Silva Moreira,4.5,4.5,Nott'm Forest,1,0.12,3,0.19,5,0.31,4,0.30,5,0.34,5,0.37,6,0.41,7,0.46,0.00
M,429,Danilo,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,430,Dennis,5.0,5.0,Nott'm Forest,2,0.19,4,0.25,5,0.34,5,0.41,6,0.38,7,0.45,7,0.47,8,0.52,0.00
M,431,Dominguez,4.9,4.9,Nott'm Forest,24,1.07,27,0.98,31,1.16,32,1.35,32,1.17,36,1.40,36,1.42,38,1.50,0.00
M,432,Elanga,5.4,5.4,Nott'm Forest,59,3.18,59,2.17,58,2.54,59,3.09,57,2.33,56,2.75,56,2.80,55,2.94,0.00
M,433,Gibbs-White,6.5,6.5,Nott'm Forest,88,5.02,84,2.95,82,3.64,80,4.37,80,3.34,80,4.02,78,4.04,77,4.27,0.03
M,434,Hudson-Odoi,5.5,5.5,Nott'm Forest,76,3.75,73,2.46,69,2.79,69,3.35,67,2.57,67,3.05,67,3.09,65,3.22,0.00
M,435,Mighten,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,436,Murillo,4.5,4.5,Nott'm Forest,91,3.22,86,1.25,83,1.78,83,2.88,81,1.30,82,2.60,79,2.53,80,2.52,0.00
D,437,N.Williams,4.5,4.5,Nott'm Forest,63,2.53,53,0.95,54,1.37,54,2.13,53,1.05,55,1.95,56,1.97,54,1.92,0.00
D,438,O.Richards,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,439,O'Brien,5.0,5.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,440,Omobamidele,4.5,4.5,Nott'm Forest,7,0.24,12,0.21,15,0.34,16,0.52,18,0.32,18,0.54,21,0.64,20,0.59,0.00
D,441,Panzo,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,442,Sangaré,4.5,4.5,Nott'm Forest,70,2.37,69,1.82,68,1.96,68,2.23,68,1.88,66,2.10,67,2.09,66,2.17,0.05
G,443,Sels,4.5,4.5,Nott'm Forest,94,3.55,93,2.99,92,3.08,92,3.44,90,2.93,90,3.23,90,3.35,90,3.25,0.01
D,444,Toffolo,4.5,4.5,Nott'm Forest,10,0.43,7,0.18,9,0.27,10,0.39,12,0.32,13,0.51,13,0.50,14,0.55,0.00
G,445,Turner,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,2,0.07,2,0.06,2,0.07,3,0.11,2,0.09,3,0.09,0.01
F,446,Ui-jo,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,447,Wood,6.1,6.0,Nott'm Forest,70,3.86,68,2.48,64,2.84,63,3.36,62,2.67,62,3.02,63,3.17,62,3.38,0.12
D,448,Worrall,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,449,Yates,5.0,5.0,Nott'm Forest,50,1.92,53,1.55,52,1.69,49,1.90,52,1.63,52,1.85,50,1.81,52,1.92,0.00
M,450,Alcaraz,4.9,4.9,Southampton,33,1.50,30,1.40,32,1.77,33,1.50,33,1.25,33,1.74,34,1.26,32,1.67,0.00
M,451,Amo-Ameyaw,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.09,0.00
M,452,Aribo,5.0,5.0,Southampton,61,2.06,56,1.94,57,2.29,53,1.77,52,1.53,53,2.08,52,1.51,52,1.98,0.00
F,453,Armstrong,5.5,5.5,Southampton,81,4.00,78,3.91,74,4.80,72,3.43,72,2.64,72,4.45,70,2.56,69,4.11,0.14
G,454,Bazunu,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,455,Bednarek,4.0,4.0,Southampton,88,2.02,83,2.15,82,2.90,81,1.67,80,0.68,79,2.69,77,0.56,77,2.51,0.00
D,456,Bella-Kotchap,4.0,4.0,Southampton,3,0.08,7,0.24,9,0.35,10,0.28,8,0.16,7,0.25,9,0.15,9,0.34,0.00
D,457,Bree,4.0,4.0,Southampton,7,0.25,8,0.29,8,0.36,9,0.29,11,0.24,10,0.41,11,0.23,11,0.46,0.00
M,458,Charles,4.5,4.5,Southampton,3,0.16,2,0.12,2,0.16,3,0.19,3,0.19,4,0.23,4,0.22,6,0.30,0.00
M,459,Edozie,5.0,5.0,Southampton,9,0.52,11,0.58,9,0.58,10,0.53,11,0.48,11,0.60,11,0.48,12,0.63,0.00
D,460,Edwards,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,461,Harwood-Bellis,4.0,4.0,Southampton,87,2.14,83,2.27,82,3.06,81,1.80,80,0.77,79,2.82,77,0.65,76,2.59,0.20
M,462,Kamaldeen,5.0,5.0,Southampton,0,0.00,3,0.21,3,0.26,3,0.20,3,0.21,4,0.27,5,0.28,4,0.29,0.00
M,463,Lallana,5.0,5.0,Southampton,5,0.22,18,0.79,18,0.89,21,0.89,22,0.84,22,1.03,22,0.82,22,0.99,0.00
D,464,Larios,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,465,Lis,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.01
G,466,Lumley,4.0,4.0,Southampton,0,0.00,3,0.09,4,0.14,4,0.13,4,0.13,3,0.13,3,0.11,4,0.16,0.02
D,467,Manning,4.5,4.5,Southampton,16,0.53,20,0.74,21,0.98,24,0.76,24,0.43,27,1.25,27,0.44,28,1.22,0.00
F,468,Mara,5.0,5.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,469,McCarthy,4.5,4.5,Southampton,94,3.21,92,3.21,91,3.49,91,3.07,91,2.94,92,3.43,91,3.00,90,3.35,0.01
F,470,Onuachu,5.0,5.0,Southampton,1,0.13,1,0.09,0,0.00,1,0.12,1,0.11,2,0.16,1,0.11,1,0.13,0.00
M,471,Smallbone,5.0,5.0,Southampton,69,2.41,67,2.41,64,2.78,61,2.14,63,1.79,62,2.61,61,1.75,61,2.45,0.00
D,472,Stephens,4.0,4.0,Southampton,59,1.43,53,1.45,55,1.97,55,1.23,56,0.54,56,1.94,58,0.48,57,1.92,0.00
F,473,Stewart,4.5,4.5,Southampton,0,0.00,4,0.29,12,0.86,15,0.86,15,0.74,15,1.06,15,0.70,17,1.15,0.00
D,474,Sugawara,4.5,4.5,Southampton,77,2.44,72,2.54,73,3.48,72,2.12,69,0.99,70,3.19,69,0.87,68,2.94,0.00
D,475,Taylor,4.0,4.0,Southampton,28,0.77,33,0.94,37,1.40,36,0.85,36,0.45,38,1.39,38,0.40,38,1.30,0.00
D,476,Walker-Peters,4.5,4.5,Southampton,88,2.25,86,2.45,82,3.26,81,1.91,81,0.83,79,3.02,77,0.68,76,2.77,0.00
D,477,Wood,4.0,4.0,Southampton,3,0.10,6,0.18,6,0.21,6,0.17,8,0.12,10,0.33,8,0.11,9,0.30,0.00
D,478,A.Phillips,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,479,Austin,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,480,Bentancur,5.0,5.0,Spurs,28,0.98,46,1.50,45,1.80,46,1.58,46,1.57,43,1.71,45,1.54,45,1.66,0.00
M,481,Bergvall,4.5,4.5,Spurs,18,1.03,13,0.64,14,0.87,14,0.72,14,0.77,16,1.03,19,1.00,17,0.94,0.01
M,482,Bissouma,5.0,5.0,Spurs,54,1.73,67,1.92,66,2.31,64,1.94,64,1.93,65,2.21,62,1.90,62,2.01,0.00
M,483,Bryan,5.0,5.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,484,Davies,4.5,4.5,Spurs,7,0.18,10,0.26,12,0.48,13,0.40,14,0.43,15,0.57,17,0.58,17,0.59,0.00
M,485,Devine,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,486,Dragusin,4.4,4.4,Spurs,8,0.24,13,0.35,18,0.72,19,0.56,20,0.61,25,0.96,23,0.77,24,0.84,0.00
D,487,E.Royal,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,488,Forster,4.5,4.5,Spurs,1,0.05,2,0.08,4,0.15,4,0.16,4,0.14,5,0.18,5,0.17,5,0.17,0.00
M,489,Gray,4.9,4.9,Spurs,16,0.49,8,0.23,9,0.30,11,0.34,11,0.35,11,0.38,12,0.36,13,0.43,0.00
M,490,Højbjerg,5.0,5.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,491,Johnson,6.5,6.5,Spurs,70,3.70,64,2.90,62,4.04,60,3.13,58,3.01,58,3.79,59,3.00,56,3.22,0.00
M,492,Kulusevski,6.4,6.4,Spurs,43,2.18,40,1.76,35,2.02,36,1.74,38,1.82,35,1.98,36,1.74,37,1.89,0.00
M,493,Lo Celso,4.9,4.9,Spurs,5,0.34,4,0.27,5,0.33,5,0.33,6,0.37,8,0.48,7,0.41,9,0.50,0.00
M,494,Maddison,7.5,7.5,Spurs,65,3.64,59,2.85,57,3.94,56,3.00,56,3.04,53,3.73,54,2.90,53,3.21,0.00
D,495,Pedro Porro,5.5,5.5,Spurs,89,3.01,86,2.66,83,4.54,83,2.90,82,2.98,80,4.10,81,3.22,80,3.55,0.84
D,496,Reguilón,4.4,4.4,Spurs,4,0.15,6,0.20,6,0.31,8,0.28,8,0.30,8,0.37,9,0.36,9,0.39,0.00
F,497,Richarlison,7.0,7.0,Spurs,42,2.45,31,1.54,22,1.58,23,1.41,23,1.39,25,1.76,25,1.46,24,1.53,0.00
D,498,Romero,5.0,5.0,Spurs,91,2.21,88,2.06,85,3.54,83,2.22,82,2.21,80,3.04,80,2.40,81,2.69,0.00
M,499,P.M.Sarr,5.0,5.0,Spurs,67,2.26,57,1.82,55,2.26,55,1.90,52,1.81,54,2.19,54,1.88,53,1.94,0.00
F,500,Scarlett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,501,Skipp,5.0,5.0,Leicester,55,1.60,54,1.53,52,1.65,53,1.38,51,1.55,53,1.58,50,1.56,51,1.55,0.00
M,502,Solomon,5.4,5.4,Spurs,5,0.38,4,0.28,4,0.35,5,0.38,5,0.35,6,0.45,5,0.36,6,0.46,0.00
M,503,Son,10.0,10.0,Spurs,88,5.42,85,4.17,84,6.25,83,4.86,83,4.79,81,6.09,81,4.63,80,5.21,0.01
D,504,Spence,4.5,4.5,Spurs,5,0.21,6,0.24,9,0.41,9,0.35,10,0.38,10,0.47,10,0.43,10,0.42,0.00
D,505,Udogie,5.0,5.0,Spurs,86,2.58,83,2.30,81,3.89,78,2.46,77,2.47,77,3.45,75,2.65,75,2.92,0.01
D,506,Van de Ven,4.5,4.5,Spurs,90,2.10,86,2.03,83,3.26,82,2.08,83,2.14,80,2.89,80,2.37,80,2.54,0.03
F,507,Veliz,5.0,5.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,508,Vicario,5.0,5.0,Spurs,94,3.30,93,3.20,91,3.74,90,3.26,91,3.26,90,3.47,90,3.38,90,3.35,0.01
M,509,Werner,6.4,6.4,Spurs,21,1.44,18,1.04,14,1.09,17,1.09,16,1.07,17,1.33,17,1.08,17,1.19,0.00
G,510,Whiteman,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,511,Álvarez,5.0,5.0,West Ham,41,1.16,54,1.63,56,1.63,55,1.61,55,1.88,54,1.49,54,1.63,54,1.61,0.00
F,512,Antonio,5.5,5.5,West Ham,40,1.68,39,1.98,35,1.80,37,1.80,37,2.29,37,1.68,36,1.90,37,1.84,0.00
G,513,Areola,4.5,4.5,West Ham,94,2.98,94,3.43,92,3.12,92,3.32,92,3.69,91,3.00,91,3.18,91,3.27,0.01
M,514,Bowen,7.5,7.5,West Ham,87,3.52,85,4.51,81,4.22,80,4.12,78,5.41,80,3.54,79,4.41,79,4.14,0.00
M,515,Cornet,4.9,4.9,West Ham,0,0.00,0,0.00,0,0.00,1,0.13,1,0.14,2,0.13,3,0.22,2,0.18,0.00
D,516,Coufal,4.5,4.5,West Ham,38,0.80,27,0.92,30,0.86,31,1.02,28,1.28,31,0.70,32,1.04,32,1.03,0.00
D,517,Cresswell,4.0,4.0,West Ham,8,0.24,11,0.41,12,0.42,16,0.60,18,0.82,17,0.49,17,0.64,18,0.67,0.00
M,518,Downes,5.0,5.0,Southampton,61,1.72,51,1.54,54,1.77,52,1.49,52,1.35,50,1.64,52,1.33,52,1.67,0.00
M,519,Earthy,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,520,Emerson,4.5,4.5,West Ham,85,1.65,83,2.81,81,2.21,77,2.52,75,3.56,75,1.51,75,2.46,74,2.39,0.00
G,521,Fabianski,4.0,4.0,West Ham,0,0.00,0,0.00,1,0.05,2,0.06,1,0.04,2,0.07,2,0.08,2,0.06,0.12
G,522,Foderingham,4.5,4.5,West Ham,0,0.00,1,0.04,1,0.05,2,0.06,2,0.08,2,0.08,2,0.08,2,0.09,0.00
F,523,Ings,5.0,5.0,West Ham,0,0.00,2,0.17,3,0.24,3,0.22,4,0.33,4,0.28,4,0.32,4,0.30,0.00
D,524,Kilman,4.5,4.5,West Ham,80,1.39,74,2.24,74,1.78,71,2.11,70,2.87,71,1.23,70,2.05,68,1.98,0.00
M,525,Kudus,6.4,6.4,West Ham,82,3.00,75,3.60,73,3.32,74,3.33,71,4.25,72,2.86,73,3.53,70,3.19,0.00
M,526,L.Guilherme,4.9,4.9,West Ham,0,0.00,1,0.10,2,0.17,2,0.15,3,0.23,3,0.18,3,0.23,3,0.22,0.00
M,527,L.Paquetá,6.0,6.0,West Ham,76,2.90,72,3.45,70,3.30,70,3.24,69,4.23,67,2.75,67,3.38,66,3.04,0.00
D,528,Mavropanos,4.5,4.5,West Ham,35,0.72,26,0.90,28,0.80,31,1.03,29,1.35,30,0.65,33,1.06,32,1.05,0.00
D,529,N.Aguerd,4.4,4.4,West Ham,11,0.24,13,0.42,15,0.39,15,0.50,18,0.72,19,0.39,18,0.56,22,0.71,0.00
M,530,Souček,5.0,5.0,West Ham,64,1.96,61,2.24,59,2.11,58,2.14,58,2.69,58,1.92,57,2.20,58,2.17,0.00
M,531,Ward-Prowse,6.4,6.4,West Ham,35,1.30,35,1.54,35,1.53,35,1.53,39,2.09,38,1.48,39,1.74,41,1.71,0.00
D,532,Zouma,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,533,Aït-Nouri,4.5,4.5,Wolves,74,2.66,72,2.21,70,1.96,69,1.82,69,2.52,67,1.62,67,1.92,65,2.66,0.00
M,534,B.Traore,5.0,5.0,Wolves,13,0.53,19,0.73,19,0.71,19,0.69,22,0.82,22,0.76,21,0.77,24,0.88,0.00
